time,id,rssi
2017-01-01T01:01:16Z,072D1E2AE7,-97
2017-01-01T01:01:16Z,0707665553,-92
2017-01-01T01:01:16Z,191E7833DC,-89
2017-01-01T01:01:16Z,4B2D191E,-106
2017-01-01T01:01:17Z,55332D5210,-93
2017-01-01T01:01:17Z,611E072A70,-90
2017-01-01T01:01:17Z,192A344C4B,-96
2017-01-01T01:01:17Z,331E522DF8,-105
2017-01-01T01:01:17Z,1961554BD4,-107
2017-01-01T01:01:17Z,074B2A4CC7,-90
2017-01-01T01:01:17Z,2D6119193B,-103
2017-01-01T01:01:18Z,192D4C1EEE,-102
2017-01-01T01:01:18Z,2D614B4CB1,-95
2017-01-01T01:01:18Z,5234781ECA,-89
2017-01-01T01:01:18Z,00000000,-96
2017-01-01T01:01:18Z,2A341E66AC,-89
2017-01-01T01:01:18Z,331E0733EF,-96
2017-01-01T01:01:18Z,521E521E22,-104
2022-02-08T14:25:14Z,52612D33A0,-88
2022-02-08T14:25:14Z,61663333A4,-97
2022-02-08T14:25:14Z,3355192D5E,-107
2022-02-08T14:25:14Z,61662A1E8D,-106
2022-02-08T14:25:14Z,2A4C3361C8,-93
2022-02-08T14:25:14Z,072D332AA0,-107
2022-02-08T14:25:14Z,4C1E4B2AE7,-98
2022-02-08T14:25:15Z,782D520763,-99
2022-02-08T14:25:15Z,1E342D618E,-102
2022-02-08T14:25:15Z,78662D0768,-102
2022-02-08T14:25:15Z,78521E3368,-93
2022-02-08T14:25:15Z,1E337834,-106
2022-02-08T14:25:16Z,3455665227,-97
2022-02-08T14:25:16Z,2D552A4B0E,-103
2022-02-08T14:25:16Z,1E4C3433EB,-90
2022-02-08T14:25:16Z,073466550F,-87
2022-02-08T14:25:16Z,07614B786F,-92
2017-01-01T01:01:03Z,521E4C4B0F,-92
2017-01-01T01:01:03Z,2A4C3361C8,-93
2017-01-01T01:01:03Z,7866192D13,-87
2017-01-01T01:01:03Z,072D332AA0,-100
2017-01-01T01:01:03Z,2D1E782A62,-88
2017-01-01T01:01:03Z,782D520763,-96
2017-01-01T01:01:04Z,3307667861,-107
2017-01-01T01:01:04Z,2A336119A1,-107
2017-01-01T01:01:04Z,522A1E4B63,-100
2017-01-01T01:01:04Z,78662D0768,-95
2017-01-01T01:01:04Z,78521E3368,-96
2017-01-01T01:01:04Z,7833552D,-101
2017-01-01T01:01:05Z,66611955C9,-107
2017-01-01T01:01:05Z,2D552A4B0E,-95
2017-01-01T01:01:05Z,073466550F,-87
2017-01-01T01:01:05Z,07192A2D15,-102
2017-01-01T01:01:05Z,78552D34,-105
2017-01-01T01:01:05Z,072D1E2AE7,-102
2017-01-01T01:01:05Z,554B554C76,-98
2017-01-01T01:01:05Z,07192A334F,-108
2017-01-01T01:01:05Z,2D330752BE,-96
2017-01-01T01:01:05Z,662A4B2DEA,-96
2017-01-01T01:01:05Z,19614B342F,-98
2017-01-01T01:01:06Z,611E072A70,-94
2017-01-01T01:01:06Z,2A071E5569,-100
2017-01-01T01:01:06Z,3466784CA0,-104
2017-01-01T01:01:06Z,331E522DF8,-100
2017-01-01T01:01:07Z,193434529F,-102
2017-01-01T01:01:07Z,074B2A4CC7,-96
2017-01-01T01:01:07Z,4C194B07,-106
2017-01-01T01:01:07Z,2D614B4CB1,-95
2017-01-01T01:01:07Z,331E0733EF,-96
2017-01-01T01:01:07Z,5234781ECA,-92
2017-01-01T01:01:07Z,07330733CC,-103
2017-01-01T01:01:07Z,611E4C4C89,-84
2017-01-01T01:01:08Z,7866333470,-93
2017-01-01T01:01:08Z,78614B554C,-96
2017-01-01T01:01:08Z,52612D33A0,-100
2017-01-01T01:01:08Z,2A4C3361C8,-93
2017-01-01T01:01:08Z,3355192D5E,-105
2017-01-01T01:01:08Z,7866192D13,-89
2017-01-01T01:01:08Z,1E61342D,-108
2017-01-01T01:01:08Z,782A3419A4,-91
2017-01-01T01:01:08Z,2A66662DA2,-96
2017-01-01T01:01:09Z,782D520763,-107
2017-01-01T01:01:09Z,1E615252,-101
2017-01-01T01:01:09Z,6107612A,-106
2017-01-01T01:01:09Z,522A1E4B63,-99
2017-01-01T01:01:09Z,78662D0768,-97
2017-01-01T01:01:09Z,78521E3368,-99
2017-01-01T01:01:14Z,4C1E4B2AE7,-99
2017-01-01T01:01:14Z,1E55343373,-100
2017-01-01T01:01:14Z,1E342D618E,-105
2017-01-01T01:01:14Z,664B1E61EA,-101
2017-01-01T01:01:14Z,524C2A55,-90
2017-01-01T01:01:14Z,78662D0768,-98
2017-01-01T01:01:15Z,78521E3368,-99
2017-01-01T01:01:15Z,073466550F,-94
2017-01-01T01:01:15Z,2D552A4B0E,-99
2017-01-01T01:01:15Z,2D613452,-112
2017-01-01T01:01:15Z,07192A2D15,-106
2017-01-01T01:01:15Z,072D1EAA,-102
2017-01-01T01:01:15Z,07192A33,-111
2017-01-01T01:01:16Z,2D330752BE,-100
2017-01-01T01:01:16Z,4C663434,-96
2017-01-01T01:01:16Z,611E072A70,-96
2017-01-01T01:01:16Z,34784B19,-106
2017-01-01T01:01:16Z,19074B55B7,-99
2017-01-01T01:01:16Z,2A071E5569,-105
2017-01-01T01:01:16Z,191E7833DC,-98
2017-01-01T01:01:16Z,2D34074CF2,-99
2017-01-01T01:01:16Z,192A344C4B,-99
2017-01-01T01:01:17Z,52332D61EB,-107
2017-01-01T01:01:17Z,331E522DF8,-102
2017-01-01T01:01:17Z,2D6119193B,-106
2017-01-01T01:01:17Z,074B2A4CC7,-96
2017-01-01T01:01:17Z,34191966B6,-101
2017-01-01T01:01:17Z,7833191E6E,-102
2017-01-01T01:01:17Z,342A5555D4,-107
2017-01-01T01:01:17Z,2D614B4CB1,-98
2017-01-01T01:01:17Z,2A341E66AC,-100
2017-01-01T01:01:18Z,611E4C4C89,-91
2017-01-01T01:01:18Z,55665519,-104
2017-01-01T01:01:18Z,1E4B2A4B,-102
2017-01-01T01:01:18Z,78614B554C,-97
2017-01-01T01:01:18Z,1E55786678,-107
2017-01-01T01:01:18Z,52612D33A0,-102
2017-01-01T01:01:18Z,78335578FC,-90
2017-01-01T01:01:18Z,7866192D13,-89
2017-01-01T01:01:19Z,2A66662DA2,-95
2017-01-01T01:01:19Z,782D520763,-107
2017-01-01T01:01:19Z,4C1E4B2AE7,-99
2017-01-01T01:01:19Z,33076678,-109
2017-01-01T01:01:19Z,2A336119A1,-108
2017-01-01T01:01:19Z,782A3419A4,-94
2017-01-01T01:01:19Z,522A1E4B63,-99
2017-01-01T01:01:19Z,551E1952,-93
2017-01-01T01:01:20Z,524C2A55,-89
2017-01-01T01:01:20Z,520766616D,-106
2017-01-01T01:01:20Z,0707665553,-99
2022-02-08T14:25:48Z,522A1E4B63,-96
2022-02-08T14:25:48Z,782A3419A4,-93
2022-02-08T14:25:48Z,78521E3368,-98
2022-02-08T14:25:48Z,520766616D,-106
2022-02-08T14:25:48Z,524C2A55,-87
2022-02-08T14:25:48Z,6107612A,-103
2022-02-08T14:25:48Z,1E4C3433EB,-99
2022-02-08T14:25:48Z,1E615252,-100
2022-02-08T14:25:49Z,072D1E2AE7,-104
2022-02-08T14:25:49Z,4B61662DF7,-96
2022-02-08T14:25:49Z,554B554C,-100
2022-02-08T14:25:49Z,3455665227,-97
2022-02-08T14:25:49Z,19614B342F,-100
2022-02-08T14:25:49Z,2D330752BE,-99
2022-02-08T14:25:49Z,6166191E,-107
2022-02-08T14:25:49Z,662A4B2DEA,-99
2022-02-08T14:25:49Z,2A071E5569,-104
2022-02-08T14:25:50Z,2D34074CF2,-100
2022-02-08T14:25:50Z,3466784CA0,-108
2022-02-08T14:25:50Z,192A344C4B,-99
2022-02-08T14:25:50Z,1961554B,-112
2022-02-08T14:25:50Z,52332D61EB,-106
2022-02-08T14:25:50Z,2D6119193B,-105
2022-02-08T14:25:50Z,34191966B6,-100
2022-02-08T14:25:51Z,7833191E6E,-103
2022-02-08T14:25:51Z,193434529F,-107
2022-02-08T14:25:51Z,331E0733EF,-100
2022-02-08T14:25:51Z,342A5555D4,-108
2022-02-08T14:25:51Z,2D614B4CB1,-97
2022-02-08T14:25:51Z,2A341E66AC,-100
2022-02-08T14:25:51Z,5234781ECA,-95
2022-02-08T14:25:51Z,611E4C4C89,-89
2022-02-08T14:25:51Z,333355552E,-90
2022-02-08T14:25:52Z,78614B554C,-97
2022-02-08T14:25:52Z,1E55786678,-103
2022-02-08T14:25:52Z,52612D33A0,-107
2022-02-08T14:25:52Z,7866333470,-94
2022-02-08T14:25:52Z,522D4C19,-107
2022-02-08T14:25:52Z,2D1E782A62,-91
2022-02-08T14:25:52Z,344C194C84,-90
2022-02-08T14:25:52Z,192D4C1EEE,-95
2022-02-08T14:25:52Z,2A334C1E,-105
2022-02-08T14:25:52Z,2A336119A1,-108
2022-02-08T14:25:52Z,2A523452,-108
2022-02-08T14:25:53Z,664B1E61EA,-100
2022-02-08T14:25:53Z,522A1E4B63,-96
2022-02-08T14:25:53Z,78662D0768,-98
2022-02-08T14:25:53Z,34193361,-104
2022-02-08T14:25:53Z,2D613452,-107
2022-02-08T14:25:53Z,1E4C3433EB,-97
2022-02-08T14:25:58Z,522A1E4B63,-97
2022-02-08T14:25:58Z,0707665553,-98
2022-02-08T14:25:58Z,78521E3368,-98
2022-02-08T14:25:58Z,073466550F,-93
2022-02-08T14:25:59Z,1E4C3433EB,-96
2022-02-08T14:25:59Z,782A3419A4,-91
2022-02-08T14:25:59Z,072D1E2AE7,-104
2022-02-08T14:25:59Z,07192A2D15,-105
2022-02-08T14:25:59Z,554B554C76,-101
2022-02-08T14:25:59Z,2A331E61AF,-103
2022-02-08T14:25:59Z,19614B342F,-99
2022-02-08T14:25:59Z,3455665227,-97
2022-02-08T14:25:59Z,781E0733FE,-95
2022-02-08T14:26:00Z,1E2D194C78,-99
2022-02-08T14:26:00Z,2A071E5569,-103
2022-02-08T14:26:00Z,2D34074CF2,-98
2022-02-08T14:26:00Z,191E7833DC,-95
2022-02-08T14:26:00Z,3466784CA0,-107
2022-02-08T14:26:00Z,4C194B07,-109
2022-02-08T14:26:01Z,34191966B6,-98
2022-02-08T14:26:01Z,4B2A2D1EC8,-100
2022-02-08T14:26:01Z,331E0733EF,-99
2022-02-08T14:26:01Z,193434529F,-105
2022-02-08T14:26:01Z,2A341E66AC,-99
2022-02-08T14:26:01Z,521E4C4B0F,-96
2022-02-08T14:26:02Z,2A4C3361C8,-93
2022-02-08T14:26:02Z,611E4C4C89,-90
2022-02-08T14:26:02Z,78335578FC,-89
2022-02-08T14:26:02Z,55524C7888,-110
2022-02-08T14:26:02Z,1E55786678,-103
2022-02-08T14:26:02Z,2A66662DA2,-94
2022-02-08T14:26:02Z,2D1E782A62,-91
2022-02-08T14:26:02Z,7866192D13,-88
2022-02-08T14:26:02Z,7866333470,-93
2022-02-08T14:26:02Z,194B4B4B,-110
2022-02-08T14:26:03Z,4C1E4B2AE7,-99
2022-02-08T14:26:03Z,1E342D618E,-104
2022-02-08T14:26:03Z,1E55343373,-99
2022-02-08T14:26:03Z,664B1E61EA,-100
2022-02-08T14:26:03Z,522A1E4B63,-97
2022-02-08T14:26:03Z,0707665553,-98
2022-02-08T14:26:03Z,78521E3368,-99
2022-02-08T14:26:04Z,78662D0768,-98
2022-02-08T14:26:04Z,520766616D,-107
2022-02-08T14:26:04Z,2D552A4B0E,-99
2022-02-08T14:26:04Z,4B61662DF7,-96
2022-02-08T14:26:04Z,611E072A70,-94
2022-02-08T14:26:04Z,524C2A55,-87
2022-02-08T14:26:04Z,612D784B,-107
2022-02-08T14:26:05Z,19074B55B7,-97
2022-02-08T14:26:09Z,072D1E2AE7,-105
2022-02-08T14:26:09Z,4C663434,-99
2022-02-08T14:26:09Z,7833552D,-100
2022-02-08T14:26:09Z,55332D5210,-101
2022-02-08T14:26:10Z,782A3419A4,-98
2022-02-08T14:26:10Z,19074B55B7,-102
2022-02-08T14:26:10Z,33661E669F,-105
2022-02-08T14:26:10Z,3455665227,-98
2022-02-08T14:26:10Z,662A4B2DEA,-99
2022-02-08T14:26:10Z,191E7833DC,-97
2022-02-08T14:26:11Z,192A344C4B,-97
2022-02-08T14:26:11Z,7833191E6E,-102
2022-02-08T14:26:11Z,331E522DF8,-105
2022-02-08T14:26:11Z,2A1E4B07,-104
2022-02-08T14:26:11Z,52332D61EB,-108
2022-02-08T14:26:11Z,2D61612D,-95
2022-02-08T14:26:11Z,342A5555D4,-106
2022-02-08T14:26:11Z,55665519,-105
2022-02-08T14:26:12Z,2A4C3361C8,-92
2022-02-08T14:26:12Z,333355552E,-91
2022-02-08T14:26:12Z,61662A1E8D,-100
2022-02-08T14:26:12Z,78335578FC,-88
2022-02-08T14:26:12Z,3355192D5E,-103
2022-02-08T14:26:12Z,78614B554C,-96
2022-02-08T14:26:12Z,55524C7888,-105
2022-02-08T14:26:12Z,1E55786678,-102
2022-02-08T14:26:12Z,1E4B2A4B,-100
2022-02-08T14:26:13Z,3307667861,-109
2022-02-08T14:26:13Z,7866192D13,-87
2022-02-08T14:26:13Z,551E1952,-90
2022-02-08T14:26:13Z,1E342D618E,-102
2022-02-08T14:26:13Z,7866333470,-91
2022-02-08T14:26:13Z,664B1E61EA,-100
2022-02-08T14:26:13Z,2A523452B4,-108
2022-02-08T14:26:13Z,522A1E4B63,-97
2022-02-08T14:26:13Z,5233344C,-108
2022-02-08T14:26:14Z,073466550F,-91
2022-02-08T14:26:14Z,78521E3368,-100
2022-02-08T14:26:14Z,78662D0768,-96
2022-02-08T14:26:14Z,1E4C3433EB,-98
2022-02-08T14:26:14Z,072D1E2AE7,-106
2022-02-08T14:26:14Z,07192A334F,-109
2022-02-08T14:26:14Z,611E072A70,-92
2022-02-08T14:26:14Z,07192A2D15,-103
2022-02-08T14:26:15Z,19074B55B7,-96
2022-02-08T14:26:15Z,33661E669F,-102
2022-02-08T14:26:15Z,782A3419A4,-90
2022-02-08T14:26:15Z,3455665227,-95
2022-02-08T14:26:15Z,662A4B2DEA,-97
2022-02-08T14:26:15Z,2D34074CF2,-97
2017-01-01T01:01:03Z,331E0733EF,-48
2017-01-01T01:01:03Z,1934337822,-54
2017-01-01T01:01:03Z,2D19340710,-62
2017-01-01T01:01:03Z,2D2A6155B8,-54
2017-01-01T01:01:04Z,4B2A611E6F,-72
2017-01-01T01:01:04Z,2A611E4C9E,-54
2017-01-01T01:01:04Z,3407662DAF,-62
2017-01-01T01:01:04Z,344C7878E8,-45
2017-01-01T01:01:04Z,1E615252,-58
2017-01-01T01:01:04Z,78521E3368,-51
2017-01-01T01:01:04Z,1E4B077F,-71
2017-01-01T01:01:04Z,2A4C3361C8,-66
2017-01-01T01:01:04Z,1E2A5507,-66
2017-01-01T01:01:04Z,2D2A6607,-61
2017-01-01T01:01:04Z,55070707DA,-82
2017-01-01T01:01:04Z,3307332A95,-51
2017-01-01T01:01:04Z,666655334D,-83
2017-01-01T01:01:04Z,2A341E66AC,-47
2017-01-01T01:01:05Z,4B4B612A4D,-62
2017-01-01T01:01:05Z,1E55077843,-61
2017-01-01T01:01:05Z,07072A34D4,-49
2017-01-01T01:01:05Z,4C2D6155ED,-93
2017-01-01T01:01:05Z,786607191E,-67
2017-01-01T01:01:05Z,78614B554C,-51
2017-01-01T01:01:05Z,4B34551959,-49
2017-01-01T01:01:05Z,2D1E1952,-82
2017-01-01T01:01:05Z,19785507AF,-68
2017-01-01T01:01:05Z,552A2D785E,-54
2017-01-01T01:01:06Z,611E4C4C89,-51
2017-01-01T01:01:06Z,2A2D661E51,-54
2017-01-01T01:01:06Z,4B345234F1,-52
2017-01-01T01:01:06Z,2A331E61AF,-64
2017-01-01T01:01:06Z,191E2A192C,-56
2017-01-01T01:01:06Z,612D784B,-60
2017-01-01T01:01:06Z,07527866AF,-47
2017-01-01T01:01:06Z,074C614B08,-60
2017-01-01T01:01:06Z,2D1E782A62,-63
2017-01-01T01:01:06Z,331E074C,-78
2017-01-01T01:01:06Z,192D2A2AE9,-66
2017-01-01T01:01:06Z,4B1E663498,-82
2017-01-01T01:01:06Z,34782D4C63,-60
2017-01-01T01:01:06Z,551E1952,-71
2017-01-01T01:01:07Z,1E19782AE7,-60
2017-01-01T01:01:07Z,612A611E3D,-64
2017-01-01T01:01:07Z,782A612D,-94
2017-01-01T01:01:07Z,4B61662DF7,-48
2017-01-01T01:01:07Z,782D5207,-66
2017-01-01T01:01:07Z,1E2A073395,-71
2017-01-01T01:01:07Z,524C2A55,-40
2017-01-01T01:01:07Z,2A616652CE,-69
2017-01-01T01:01:13Z,1961554BD4,-63
2017-01-01T01:01:13Z,192A344C4B,-60
2017-01-01T01:01:13Z,2A1E4B07,-58
2017-01-01T01:01:13Z,2D1E7861,-86
2017-01-01T01:01:13Z,192D6107E6,-69
2017-01-01T01:01:13Z,1E61342D,-64
2017-01-01T01:01:13Z,5219344C06,-70
2017-01-01T01:01:13Z,1934337822,-78
2017-01-01T01:01:13Z,5552332A50,-61
2017-01-01T01:01:14Z,2D34074CF2,-71
2017-01-01T01:01:14Z,554B554C76,-61
2017-01-01T01:01:14Z,2D55553415,-58
2017-01-01T01:01:14Z,55666678EE,-71
2017-01-01T01:01:14Z,662A19663A,-67
2017-01-01T01:01:14Z,4B07663400,-60
2017-01-01T01:01:14Z,4B78331EBB,-58
2017-01-01T01:01:14Z,3407662DAF,-74
2017-01-01T01:01:14Z,52342A78D9,-61
2017-01-01T01:01:14Z,34192D4BD8,-56
2017-01-01T01:01:14Z,4C1E4B2AE7,-61
2017-01-01T01:01:14Z,662A5266,-68
2017-01-01T01:01:15Z,2D614B4CB1,-66
2017-01-01T01:01:15Z,1E4B337860,-64
2017-01-01T01:01:15Z,6634074BF6,-56
2017-01-01T01:01:15Z,664C2D1955,-60
2017-01-01T01:01:15Z,3307332A95,-60
2017-01-01T01:01:15Z,191E7833DC,-57
2017-01-01T01:01:15Z,0707665553,-54
2017-01-01T01:01:15Z,3455665227,-68
2017-01-01T01:01:15Z,2A4B78197D,-45
2017-01-01T01:01:15Z,07072A34D4,-46
2017-01-01T01:01:15Z,4B34551959,-51
2017-01-01T01:01:16Z,33524B1EF7,-79
2017-01-01T01:01:16Z,2A334C1E,-69
2017-01-01T01:01:16Z,1E55343373,-57
2017-01-01T01:01:16Z,342A3466AD,-66
2017-01-01T01:01:16Z,7866192D13,-47
2017-01-01T01:01:16Z,2A661E1E31,-55
2017-01-01T01:01:16Z,2D6119193B,-61
2017-01-01T01:01:16Z,333466191D,-76
2017-01-01T01:01:16Z,521E4C4B0F,-54
2017-01-01T01:01:16Z,344C4B4BB7,-53
2017-01-01T01:01:16Z,6107612A,-58
2017-01-01T01:01:16Z,612D784B,-59
2017-01-01T01:01:16Z,784C6634F9,-61
2017-01-01T01:01:16Z,55332D5210,-48
2017-01-01T01:01:17Z,192D2A2AE9,-59
2017-01-01T01:01:17Z,55665519,-49
2017-01-01T01:01:17Z,1E4B78335A,-64
2017-01-01T01:01:17Z,334C4B61,-63
2017-01-01T01:01:29Z,331E0733EF,-63
2017-01-01T01:01:29Z,5552332A50,-61
2017-01-01T01:01:29Z,2A611E4C9E,-58
2017-01-01T01:01:29Z,2D2A2A61F8,-84
2017-01-01T01:01:29Z,2A2A5561FB,-49
2017-01-01T01:01:29Z,4B2A611E6F,-84
2017-01-01T01:01:29Z,662A19663A,-66
2017-01-01T01:01:29Z,2A4C3361,-74
2017-01-01T01:01:29Z,4B78331EBB,-51
2017-01-01T01:01:29Z,554C3452DA,-65
2017-01-01T01:01:29Z,344C7878E8,-49
2017-01-01T01:01:30Z,55070707DA,-93
2017-01-01T01:01:30Z,52612D33A0,-59
2017-01-01T01:01:30Z,3407662DAF,-70
2017-01-01T01:01:30Z,784C1E664A,-51
2017-01-01T01:01:30Z,4C072A2D8A,-64
2017-01-01T01:01:30Z,00000000,-57
2017-01-01T01:01:30Z,0707665553,-62
2017-01-01T01:01:30Z,4C1E4B2AE7,-69
2017-01-01T01:01:30Z,4C663434,-64
2017-01-01T01:01:30Z,4B4B612A4D,-76
2017-01-01T01:01:30Z,554B612AEE,-65
2017-01-01T01:01:31Z,786607191E,-69
2017-01-01T01:01:31Z,4B34551959,-58
2017-01-01T01:01:31Z,342D3461AE,-52
2017-01-01T01:01:31Z,3455665227,-77
2017-01-01T01:01:31Z,611E1919,-76
2017-01-01T01:01:31Z,342A3466AD,-58
2017-01-01T01:01:31Z,4B074B3352,-65
2017-01-01T01:01:31Z,1E55343373,-63
2017-01-01T01:01:31Z,07330733CC,-69
2017-01-01T01:01:31Z,191E2D55,-60
2017-01-01T01:01:31Z,2A661E1E31,-46
2017-01-01T01:01:32Z,074C614B08,-52
2017-01-01T01:01:32Z,344C4B4BB7,-59
2017-01-01T01:01:32Z,55332D5210,-54
2017-01-01T01:01:32Z,522D4C19,-64
2017-01-01T01:01:32Z,3378194CAC,-62
2017-01-01T01:01:32Z,1E4B1E34C4,-66
2017-01-01T01:01:32Z,333466191D,-78
2017-01-01T01:01:32Z,334C3455EE,-58
2017-01-01T01:01:32Z,1966552AE2,-70
2017-01-01T01:01:32Z,2D61612D,-57
2017-01-01T01:01:32Z,1E4B071E,-72
2017-01-01T01:01:32Z,3378192D8C,-51
2017-01-01T01:01:32Z,6107612A,-60
2017-01-01T01:01:32Z,4B61662DF7,-47
2017-01-01T01:01:33Z,5234781ECA,-67
2017-01-01T01:01:33Z,612A611E3D,-75
2017-01-01T01:01:33Z,6155074C2F,-66
2017-01-01T01:01:03Z,342A3466AD,-49
2017-01-01T01:01:03Z,19785507AF,-69
2017-01-01T01:01:03Z,2D2A6155B8,-53
2017-01-01T01:01:03Z,2A334C1E,-69
2017-01-01T01:01:03Z,663355197F,-66
2017-01-01T01:01:03Z,33557852C4,-60
2017-01-01T01:01:03Z,34782D4C63,-61
2017-01-01T01:01:04Z,07072A34D4,-46
2017-01-01T01:01:04Z,1966552AE2,-52
2017-01-01T01:01:04Z,344C4B4BB7,-63
2017-01-01T01:01:04Z,2A661E1E31,-46
2017-01-01T01:01:04Z,2D614B4CB1,-61
