"PointId","avg.x.est","sd.x.est","med.x.est","min.x.est","max.x.est","avg.y.est","sd.y.est","med.y.est","min.y.est","max.y.est","mean.no.nodes","n.sim","filter","x","y","diff.dist"
"P1",814.447123747071,36.9406817897511,812.263965579372,732.45239248614,948.570774117664,711.449856890571,29.2934895535204,713.490376033794,632.759349239671,777.36610548068,27.52,100,"Distance 300",805,699,15.6284063067277
"P10",481.637360932873,40.2729882908941,483.210785792989,358.514712965458,574.554678995132,160.595110802038,50.388701416762,167.924455452549,27.9710069198212,265.52266473959,24.14,100,"Distance 300",494,148,17.648559737827
"P100",652.760467617503,36.5190556971903,649.874923045723,580.739082391534,752.824215669378,301.808200605844,34.2475962949156,299.345538254039,214.609644871844,440.194261489711,27.1,100,"Distance 300",653,298,3.81572635504937
"P11",450.770217927017,40.1746938734888,448.805286139468,354.245879069454,566.192689305425,959.243923234619,35.7882709952902,955.69499127416,866.013099844308,1035.240490294,26.87,100,"Distance 300",466,971,19.2393243879322
"P12",223.800704134346,33.0936236969991,225.943098943692,135.790575602155,305.010832619272,853.741491275456,34.5136001963054,856.612261419769,740.583418791483,931.790885999889,27.15,100,"Distance 300",224,871,17.2596593893749
"P13",713.123500478028,46.7501155879209,712.650933860038,604.357166620198,847.419538267513,428.431786959742,47.8248680618955,430.252710782939,315.640911503339,556.205746455168,27.15,100,"Distance 300",699,448,24.1327210927775
"P14",359.752983816034,33.8288743818646,362.502660415305,271.899195005483,428.279433647443,179.311252914848,34.0212405344859,183.671029760373,89.4210615296858,253.370733399198,26.38,100,"Distance 300",360,182,2.70006997743693
"P15",-17.0260895097696,39.0160188006561,-14.3678037773578,-100.489867088217,134.481428807348,312.083248291001,28.1953317694317,310.129691249451,257.026541313881,380.374595279676,16.41,100,"Distance 300",13,319,30.8124569850026
"P16",586.057406755875,33.4330837801986,583.844838978368,492.004214603957,672.504150047778,919.782265235122,28.7380196701088,921.108743428276,858.466773717236,1015.76406198628,27.66,100,"Distance 300",571,896,28.148208431898
"P17",184.990278920965,32.085378789583,183.269663091183,114.912633196009,278.341317403546,337.53627163976,32.3140432215849,340.781123559031,268.609514331926,432.363897523313,25.03,100,"Distance 300",163,339,22.0389398051357
"P18",257.444799507055,39.7822488054146,256.244317941436,158.130528136101,365.926236678501,62.9191452915969,51.0614308311357,64.8690277621826,-47.5392885118454,242.690809218124,21.69,100,"Distance 300",227,79,34.4307958835912
"P19",337.349663491671,38.9523090385852,332.15656456686,252.858704639521,414.45742032256,511.937290472489,37.880482001841,512.455705244109,420.626254231322,628.960929689999,27.45,100,"Distance 300",340,533,21.2288015735155
"P2",538.282490302054,27.7356181331527,540.59006457252,454.571188661608,619.248612602967,487.381178299094,34.2470901199017,488.58134209919,404.252239872841,584.521607311031,27.66,100,"Distance 300",519,496,21.1210444760864
"P20",282.599280087063,29.9230989230353,281.789738564629,209.924183592954,356.044837368326,630.457569894374,33.3841071413462,626.994981880583,550.980742089117,725.789219380573,27.46,100,"Distance 300",291,619,14.2073221593689
"P21",311.689782825435,38.9575295175275,313.867639707898,224.28849080784,415.222244899607,465.46950179103,36.2707856585818,467.509844083845,385.739648983218,550.593065356787,27.42,100,"Distance 300",285,474,28.0198841354159
"P22",120.653645756597,31.954346077891,124.408763982654,35.7952599401608,180.519710165362,605.250955999858,31.7096730006736,608.759553768959,506.806636629262,688.878098145048,23.56,100,"Distance 300",126,608,6.01171744268399
"P23",1169.52407994338,61.1132968930961,1169.18650682605,970.201491557755,1292.8029166087,38.390993833917,58.050494206906,45.46194427042,-72.7183115915867,158.647709789889,14.22,100,"Distance 300",1150,42,19.8548387840891
"P24",577.055351781366,35.2034307421306,578.420604093506,489.728892405226,662.458966224515,1124.86349966211,31.3240729497033,1123.21015971464,1061.21637864743,1224.4222896871,21.55,100,"Distance 300",583,1114,12.3836370809256
"P25",998.906032054589,40.5155086704464,1004.40387802645,892.769044031459,1110.77896522853,334.256511545594,44.7412771065199,331.965367261922,229.914333008433,466.031815269773,25.85,100,"Distance 300",1001,340,6.11329382430677
"P26",42.4355913732525,40.2187854685233,39.2613002112436,-57.202056638411,144.399014598559,178.49373759769,30.4627233283574,176.171391753511,72.8076477958804,241.285047000444,16.47,100,"Distance 300",60,162,24.0946431878294
"P27",656.914573067185,32.6505380470979,655.123599416958,568.116801936626,722.861264000374,657.204635931108,30.6306337892705,657.471848281372,567.661579514957,722.674080401385,27.77,100,"Distance 300",661,658,4.16212892946034
"P28",760.258495271373,38.6193809273541,763.96577386803,645.403536245354,867.500579302662,797.075516345883,38.7136253914409,799.979687111332,700.681487932805,926.511978724566,27.17,100,"Distance 300",783,804,23.7723476164703
"P29",697.967629577534,32.6037014856186,698.768045139312,630.964483200708,772.279157745908,572.875564547622,41.7672171884248,578.527668114766,472.802875987518,664.64443851284,27.84,100,"Distance 300",715,584,20.3434192392088
"P3",801.594734380612,33.4227867695112,804.705243917938,684.551378977096,882.979855499884,58.377927915397,39.637061838113,60.1979350906515,-42.469175238425,152.146166920527,19.86,100,"Distance 300",769,64,33.0760397246571
"P30",1090.20139661753,62.4048003970779,1080.81882706286,905.538070623644,1268.71186825362,1196.42315668331,50.5763309997037,1198.43737477051,983.478229713723,1297.34993464372,15.07,100,"Distance 300",1055,1197,35.2061226498576
"P31",208.492568128128,31.3640315632145,208.283987371598,130.105959932835,309.780657478822,155.319516344133,34.9239273918632,153.137479965505,50.8563170782112,241.703645138296,23.76,100,"Distance 300",212,143,12.8090812039421
"P32",1205.68665402886,45.1567654422252,1205.71348080658,1042.77050849839,1319.79499167132,393.658316533946,47.4955727570154,393.184288315576,248.4466088869,522.742716005389,17.81,100,"Distance 300",1236,363,43.1141660787025
"P33",1025.31609169487,41.0895478154283,1027.00980418912,943.655241566505,1141.82807162254,1144.72349906416,45.0761209428636,1138.68151012985,1037.6812742778,1251.20547496823,19.29,100,"Distance 300",1015,1138,12.3136991811075
"P34",1151.74023321462,42.0422611427378,1148.35341568146,1061.18458411085,1250.34279493843,533.241709433645,33.8137366851282,535.745323983636,446.07027774095,609.391072956238,22.1,100,"Distance 300",1126,551,31.2716563325673
"P35",1243.72059865338,53.0072281037653,1246.40802947648,1087.91949680534,1360.79345015194,841.291357015468,49.1605745921888,841.031079738201,719.212650681271,1032.58243771238,17.12,100,"Distance 300",1246,840,2.61978499888142
"P36",512.062689090877,36.7030172731429,511.359416943045,402.311758747348,625.540270593002,732.847735645888,34.3813506266704,726.155975022758,654.603204551103,835.486922929574,27.22,100,"Distance 300",509,736,4.39509215211457
