"PointId","avg.x.est","sd.x.est","med.x.est","min.x.est","max.x.est","avg.y.est","sd.y.est","med.y.est","min.y.est","max.y.est","mean.no.nodes","n.sim","filter","x","y","diff.dist"
"P85",962.367198551151,42.5692858698924,958.03308760221,872.985970458692,1061.16871870088,1179.01991484795,48.6724899246753,1181.08756615374,1058.51494168195,1275.96886971316,27.23,100,"Distance 400",969,1168,12.8620596451674
"P86",341.972675724096,34.0981868790503,339.711624713557,262.80727877823,451.260946614387,354.00954316872,34.5763682602731,356.999031655329,262.472551407802,460.11802855058,41.99,100,"Distance 400",342,357,2.99058166178483
"P87",376.792185376518,29.7810581266004,374.761970485675,271.506671383776,469.592196116239,826.931341745613,30.5794160130121,826.736371036568,762.10881605361,926.722559800247,44.34,100,"Distance 400",374,847,20.2619679031487
"P88",573.703167658074,31.5244416048995,575.302106087461,461.536610391755,655.897830848089,586.523827677708,36.0085556781383,580.851049031365,517.99834304361,663.392655331228,45.46,100,"Distance 400",562,588,11.7958983531603
"P89",1130.34785883707,32.3430784201553,1129.77873147071,1063.96911996217,1209.6047103963,512.923311927413,30.8178940590895,515.651936184441,431.309976796805,580.39932143196,31.45,100,"Distance 400",1110,546,38.8342973813666
"P9",214.094657491731,24.6678813547873,213.948203364716,141.280092185267,269.46727877466,407.48956113351,32.6546925585713,408.671581408693,331.604254533128,506.880126924819,39.02,100,"Distance 400",212,419,11.6994783177226
"P90",1134.35723736472,40.747128390956,1132.53186897427,1060.37629270191,1227.64864799675,102.3041330921,33.3021432468111,107.495381314174,6.67818268870241,170.29932410637,19.65,100,"Distance 400",1174,88,42.1444759473176
"P91",583.924807974628,24.2713237849396,582.442882821954,539.670788641816,643.186698077005,376.963968451608,22.3880978843329,376.87371511611,322.061832360817,429.37444201684,44.73,100,"Distance 400",595,392,18.6746385004663
"P92",369.94601643629,31.8532169959737,371.941387599858,285.424699250075,429.311814806047,1013.08802498753,30.3372624857754,1014.90495944987,927.626576599778,1099.94399849356,37.07,100,"Distance 400",357,1022,15.7169539094451
"P93",376.657258618507,32.0225358505395,375.116528451549,286.618000382851,444.699348334396,37.5899111526148,32.2651568489495,39.391720665909,-75.4610471292271,135.876299562049,26.21,100,"Distance 400",353,3,41.9061790060691
"P94",825.824713993127,29.0293031497962,824.414676721796,767.431384322502,930.801736601141,1000.44351950052,33.0070974959891,1001.29325768561,896.021041278178,1082.09803057097,39.22,100,"Distance 400",828,999,2.61067381341926
"P95",249.329658157918,34.1544614375568,249.375802319471,150.567507743941,332.093071178441,733.520899709172,36.8761475399923,734.009714684652,636.793494466746,821.086442852484,41.28,100,"Distance 400",245,734,4.35608503740459
"P96",975.723572372194,40.9071529899275,974.601155159292,841.318887703809,1102.97206386566,1130.13239103603,53.3628211555125,1131.14643160535,1016.46780919134,1282.3021514964,26.99,100,"Distance 400",978,1131,2.43615846344332
"P97",921.191580688179,38.3448355948062,923.963964260191,775.646552519386,995.365702996352,1187.45988054518,47.1893912930774,1180.96759978417,1054.90207167444,1281.20452744095,26.89,100,"Distance 400",923,1158,29.5153340171404
"P98",418.106312697215,29.5084027485345,418.991115688512,341.971249261029,490.84660490766,863.411766629662,29.3179277767787,863.008781735547,792.386196333565,945.031508325496,45.33,100,"Distance 400",421,856,7.95661427862827
"P99",181.591678232273,29.9581685935975,181.302810502148,104.525941691374,251.123886448056,333.35130846079,31.1404463859657,331.294391672601,249.55098668645,409.946208715217,36.56,100,"Distance 400",167,330,14.9715844864047
