"n.pts","avg.no.sim","avg.no.nodes","avg.diff","sd.diff","lower.ci","upper.ci","med.diff","min.diff","max.dist","filter"
100,100,4.7235,20.893998341999,13.3974186014449,18.2681525475351,23.5198441364629,17.2192249989492,2.10076900966008,61.1984108819695,"Distance_125"
100,100,11.5249,22.716240421505,13.7070937009313,20.0296994228509,25.4027814201592,21.763526330912,2.92273588190207,74.4613752555804,"Distance_200"
100,100,23.1395,19.0679284189006,11.3100089410819,16.8512073999659,21.2846494378352,17.7262824921488,2.21123491608137,52.9840928300752,"Distance_300"
100,100,35.3913,17.2487770943532,10.4606405657919,15.1985292179361,19.2990249707703,15.0913871433294,2.43615846344332,50.0324650396369,"Distance_400"
