"n.est.tests","avg.no.nodes","avg.diff","sd.diff","lower.ci","upper.ci","med.diff","min.diff","max.dist","filter"
35,9.82857142857143,84.3831992813595,49.2302608700727,68.0734905227836,100.692908039935,74.7272431462124,11.0042667311204,229.956329541293,"Distance 315"
35,9.48571428571429,83.0847448895258,48.7302645656113,66.9406820967035,99.2288076823481,76.6631456051106,5.34632843817101,229.956329541293,"Distance 300"
35,12.1714285714286,81.3103501963786,53.784999743474,63.4916820460863,99.1290183466708,63.8983581662262,11.0042667311204,255.433339156185,"Distance 450"
35,13.7428571428571,82.173483089012,54.5970078687259,64.0858012102041,100.26116496782,71.423427399274,12.8236828987693,255.433339156185,"Distance 600"
