"NodeId","TestId","avgRSS","sdRSS","n.det","distance","NodeUTMx","NodeUTMy","TestUTMx","TestUTMy","e.dist"
"37A91B","74",-101.666666666667,0.5,9,758.021767497478,473081,3457209,473315,3457930,559.022128681735
"37A91B","91",-89.5833333333333,0.668557923421521,12,467.615226441569,473081,3457209,473339,3457599,230.687882366929
"37A91B","106",-98.6363636363636,3.80191339387754,11,279.544271985673,473081,3457209,472960,3456957,412.074478139051
"37AA11","9",-100.75,5.15443321987799,12,256.382526705702,472959,3456957,472945,3456701,501.464561449382
"37AA11","11",-93,4.02266307087956,12,224.982221519835,472959,3456957,472980,3456733,280.748865000287
"37AA11","20",-77.5,2.50454132981017,12,104.861813831347,472959,3456957,472899,3457043,117.299437011208
"37AA11","24",-83.8181818181818,2.31595258233764,11,115.550854605234,472959,3456957,473065,3457003,168.130762133174
"37AA11","27",-86.5,0.797724035217466,12,127.47548783982,472959,3456957,473014,3457072,194.680042411519
"37AA11","106",-26.3636363636364,0.504524979109513,11,1,472959,3456957,472960,3456957,10
"37AD60","9",-102.583333333333,4.44068654260768,12,512.430483090146,472966,3457213,472945,3456701,642.287819592874
"37AD60","11",-96.9090909090909,2.98176274893042,11,480.204123264264,472966,3457213,472980,3456733,361.373783394428
"37AD60","20",-93.6666666666667,5.95945899517326,12,182.726571685675,472966,3457213,472899,3457043,292.282292326023
"37AD60","24",-76.6363636363636,0.504524979109513,11,232.16588896735,472966,3457213,473065,3457003,111.305469569656
"37AD60","27",-76.7272727272727,1.27207775634268,11,148.946299047677,472966,3457213,473014,3457072,111.92751399591
"37AD60","28",-70.1818181818182,0.404519917477945,11,123.907223356833,472966,3457213,473019,3457101,71.6842238669773
"37AD60","53",-94.1818181818182,0.873862897505303,11,496.117929528857,472966,3457213,473199,3457651,301.704311083042
"37AD60","91",-103.916666666667,0.90033663737852,12,536.772763839597,472966,3457213,473339,3457599,953.115788653619
"37AD60","106",-83.8333333333333,0.834847109936722,12,256.070302846699,472966,3457213,472960,3456957,168.270727187805
